gene,S15.8147.A1-logfc,S15.10848.A-logfc
CLDN10,0.468214113,0.822069037
CLN5,3.84891097,3.731734537
CLYBL,0.828200471,1.004086347
COG3,3.858027775,3.644387241
COG6,2.563124978,2.763245815
COL4A1,4.987930569,6.046509738
COL4A2,4.619114708,5.850181058
COMMD6,4.319040196,4.465131918
CPB2,0.464990414,0.447449781
CRYL1,3.524231264,3.968557224
CSNK1A1L,1.986361767,2.485113138
CUL4A,5.18592132,5.037004329
CYSLTR2,2.777310437,2.083358699
DACH1,0.372671508,0.808933231
DAOA,0,0
DCLK1,2.286880441,3.014644974
DCT,1.728927944,2.111605661
DCUN1D2,3.092795676,2.597939736
DGKH,3.3684464,2.615751739
DHRS12,2.451030566,2.022363627
DIAPH3,2.497051822,2.159332295
DIS3,3.805406904,3.645319803
DLEU7,1.307952115,0.212457988
DNAJC15,3.805359204,4.197178058
DNAJC3,4.513117779,4.968213193
DOCK9,2.919693622,4.166514995
DZIP1,1.020060691,1.23173372
EBPL,3.296906846,3.608516483
EDNRB,1.565854326,2.207951536
EFHA1,4.370800519,4.411470076
EFNB2,1.746929142,2.99101232
ELF1,5.588529178,5.384714685
ENOX1,1.538658562,1.403755219
EPSTI1,4.108138151,5.030845528
ERCC5,4.800975877,4.518775907
ESD,5.214210568,5.076437667
EXOSC8,4.11570281,3.636742266
F10,2.025054002,2.948615123
F7,0.224727363,0.609094713
FAM123A,0.164641127,0.158260436
FAM124A,0.503951995,1.667974568
FAM155A,0.070223452,0.669395652
FAM194B,0.076621328,0.47614897
FAM216B,1.723872153,1.774998652
FAM48A,4.441913897,3.459539057
FAM70B,1.122181146,1.59760814
FARP1,3.151120243,3.231873681
FBXL3,4.711414924,4.713250085
FGF14,0.389230381,0.511872455
FGF9,0.117684064,0.412479805
FLT1,2.335286241,2.461853068
FLT3,2.582002131,2.364489194
FNDC3A,4.413030563,4.264858178
FOXO1,5.060016232,3.878609364
FREM2,0.156645142,0.186069079
FRY,1.507758064,3.43576013
GAS6,3.51076462,4.267177337
GJA3,0.135736785,0.14802149
GJB2,2.196206562,7.159099092
GJB6,0.903762464,5.67642884
GPC5,0.668796713,0
GPC6,0.589721647,1.384940278
GPR12,0.127865741,0.301007266
GPR18,4.780436512,3.800074846
GPR180,2.320797362,1.692411036
GPR183,5.04921401,5.810257293
GRK1,0,0.020219048
GRTP1,1.628147205,1.913345456
GSX1,0,0
GTF2F2,4.099566046,4.574206642
GTF3A,6.223616402,5.819347898
HMGB1,6.139688218,6.089404434
HNRNPA1L2,6.176222906,6.076438545
HS6ST3,0.069503259,0.254774286
HSPH1,4.699046789,4.462153705
HTR2A,0.296297973,0.455176847
IFT88,2.651194607,2.500222187
IL17D,0.594127195,1.149438821
ING1,2.310220251,2.336979815
INTS6,3.447169386,2.634379747
IPO5,5.216289515,4.71721125
IRG1,0,0
IRS2,1.469240747,2.073505196
ITGBL1,1.069828433,2.097602675
ITM2B,7.052535828,7.38917626
KATNAL1,2.846046521,2.650780824
KBTBD6,2.293033173,2.529728102
KBTBD7,2.358052703,2.249683718
KCNRG,5.514259879,3.733557143
KCTD12,5.291169197,5.361936665
KCTD4,1.989521759,1.524093529
KDELC1,1.437952789,1.618619216
KIAA0226L,2.734660282,1.590349629
KIAA1704,3.439336701,3.474855652
KL,1.802540039,0.401107506
KLF12,3.891892238,3.316735565
KLF5,2.207731125,4.131221215
KLHL1,0.036779493,0.367432868
KPNA3,4.647079526,4.249208023
LACC1,2.229751463,2.599502961
LAMP1,6.443708897,6.916133168
LATS2,2.515276842,2.749885748
LCP1,9.127418258,8.230176046
LECT1,0.389809595,0.686668135
LHFP,3.475165426,4.523178619
LIG4,3.235475792,2.914829861
LMO7,2.550535599,3.233219165
LNX2,2.269056222,2.575456322
LOC729420,0.07472519,0.605242838
LPAR6,4.05108779,3.231930445
LRCH1,3.699667245,3.128765778
MAB21L1,0.459825371,0.175019816
MBNL2,4.15316875,4.193056902
MCF2L,1.181486345,1.868678487
MED4,4.211367215,4.3497012
METTL21C,0.268229556,0
MIPEP,2.535885609,2.333136002
MLNR,0,0.193628464
MPHOSPH8,4.22960052,3.810054249
MRP63,3.386777551,3.376766421
MRPS31,4.335958936,3.378877264
MTIF3,3.942711118,4.122711267
MTMR6,3.96541758,4.446575514
MTRF1,3.181252942,2.79745547
MTUS2,1.667086658,0.406788926
MYCBP2,6.352932638,6.017429935
MYO16,0.226660618,0.135842943
MZT1,2.85732842,3.147943699
N4BP2L1,3.560851412,3.271950801
N4BP2L2,5.133387122,4.941007107
N6AMT2,2.271516485,1.918350676
NAA16,2.852600373,2.573863162
NALCN,0.208509758,0.685671484
NBEA,1.771056125,1.768488804
NDFIP2,3.435671661,4.140381397
NEK3,2.047840722,2.878930665
NEK5,0.225435271,0.221470548
NHLRC3,4.012977544,3.90536423
NUDT15,2.940807744,3.165112345
NUFIP1,1.605441285,1.533048857
NUPL1,4.521119411,4.499045483
OLFM4,0.331478993,0.174117645
OXGR1,0.039913383,0.715143462
PABPC3,5.663566377,5.375690629
PAN3,4.716684304,4.379115867
PARP4,5.237258734,5.094972204
PCCA,3.898086323,2.699981484
PCDH17,0.488076345,0.970534726
PCDH20,0.181880211,0.16056598
PCDH8,0.006624513,0
PCDH9,1.427865811,0.457987544
PCID2,3.903485673,3.62141782
PDS5B,4.110092902,3.620618988
PDX1,0.035534407,0.727239471
PHF11,4.487656445,3.676922519
PIBF1,3.955870539,3.495885515
POLR1D,3.87199317,4.064234149
POMP,5.390959323,5.642600077
POSTN,3.418805793,6.790876032
POU4F1,0,0.528375033
PRHOXNB,0,0
PROSER1,3.491355,3.086031425
PROZ,0.738005129,0
PRR20A,0.313781648,0.659121575
PRR20B,0.313781648,0.659121575
PRR20C,0.313781648,0.659121575
PRR20D,0.313781648,0.659121575
PRR20E,0.313781648,0.659121575
RAB20,3.598319769,4.355524306
RAP2A,4.613690324,4.74010565
RASA3,3.926345551,4.62855083
RASL11A,0.567999992,1.835339287
RB1,4.534100806,4.224440635
RBM26,4.725413731,4.129550243
RCBTB1,3.745874358,2.796617037
RCBTB2,3.4999838,2.590125013
RFC3,3.921690722,3.140969069
RFXAP,2.731126957,1.695223809
RGCC,4.965233176,5.288737155
RNASEH2B,4.819453897,3.890212958
RNF113B,0.640880187,0.860269467
RNF17,0.098731811,0
RNF219,3.44111262,3.004387861
RNF6,4.487400605,4.513884066
RPL21,7.359106146,7.446415624
RXFP2,0.160165402,0.519139014
SACS,4.380284238,3.345452786
SAP18,4.674523458,4.715841884
SCEL,2.110252976,1.587606672
SERP2,0.367379691,1.11941698
SERPINE3,1.679113768,0.793677234
SERTM1,0.056627861,0.802681781
SETDB2,3.28042942,3.141401609
SGCG,0.755752136,0.336153154
SHISA2,0.48521391,1.7383679
SIAH3,0.089871708,0.108442373
SKA3,2.761513356,2.388853602
SLAIN1,2.831228017,1.69945728
SLC10A2,0.255805105,0.618435731
SLC15A1,1.09837232,1.588944232
SLC25A15,2.827202573,2.523528716
SLC25A30,3.27284291,3.103041379
SLC46A3,3.801923187,3.665566214
SLC7A1,4.201426556,4.51968708
SLITRK1,0.260710138,0.239735032
SLITRK5,0.095730917,0.628168824
SLITRK6,0.335216749,0.182055659
SMAD9,1.441872104,0.875033792
SOHLH2,0.081704936,0
SOX1,0,0.348675564
SOX21,0.071932346,0.200771414
SPACA7,0,0
SPATA13,5.151032103,4.488029633
SPERT,0.012995511,0.509933579
SPG20,2.57696091,2.823262557
SPRY2,4.370508,2.71598115
SPRYD7,1.349508472,1.517612696
STARD13,1.73324342,2.649625755
STK24,4.382044617,4.743014884
STOML3,0.219692038,0.29269508
SUCLA2,4.186945513,3.723145516
SUGT1,3.840399448,3.889047383
TBC1D4,3.820707383,3.867748225
TDRD3,3.928964557,3.594915036
TEX26,0.249924692,0.617247178
TEX29,0.519063559,1.210415685
TEX30,2.446186218,2.164757061
TGDS,3.423798172,2.918555506
THSD1,1.651192594,1.767973555
TM9SF2,5.721007773,6.19211056
TMCO3,3.633830416,4.027610798
TMTC4,2.432078052,1.850327031
TNFRSF19,1.22518365,2.89211025
TNFSF11,0.352588861,3.626427649
TNFSF13B,3.936274697,4.257632913
TPP2,4.970388594,4.656333516
TPT1,10.88742643,10.98558452
TPTE2,0.119610711,0.832216714
TRIM13,4.970527249,3.492961986
TRPC4,0.155324363,0.672888549
TSC22D1,3.962778566,3.944260601
TUBA3C,0.187664136,0.339041792
TUBGCP3,3.86031194,3.785072826
UBAC2,4.384974611,4.069824641
UBL3,4.279738739,4.00935161
UCHL3,3.322908959,3.048248501
UFM1,4.60029316,4.88543344
UGGT2,2.395131368,3.207734992
UPF3A,4.129997587,3.611062615
USP12,4.143285316,4.319350408
USPL1,3.594060707,2.873180463
UTP14C,3.496328899,3.416631195
VPS36,4.277521245,4.057625639
VWA8,3.491304469,2.766256366
WASF3,1.330767759,1.797052152
WBP4,2.939252357,2.942572336
WDFY2,3.67098304,3.428743767
XPO4,3.966974396,3.089545801
ZAR1L,0.208687697,0
ZC3H13,4.022825285,3.665828118
ZDHHC20,5.257029239,5.094870842
ZIC2,0.060910319,0.17114039
ZIC5,0.116061321,0.130239189
ZMYM2,4.81928019,4.041162941
ZMYM5,4.001325857,2.775556008
AAGAB,4.191953449,4.029206971
ABHD2,4.75232326,5.011725454
ACAN,0.427537011,1.193095623
ACSBG1,0.641694865,0.489905847
ACTC1,0.120049269,0.204211921
ADAL,2.123772209,1.720836025
ADAM10,5.293427066,5.309693496
ADAMTS17,0.772060104,0.778858315
ADAMTS7,0.877856105,2.24248687
ADAMTSL3,1.135714767,0.491493196
AEN,4.284019407,3.686588242
AGBL1,0.24940895,0.172789508
AGPHD1,0.594600569,0.213574625
AKAP13,5.831587952,5.481401098
ALDH1A2,0.87223767,0.897552621
ALDH1A3,3.73873991,3.730305524
ALPK3,1.065261776,0.935344832
ANKDD1A,2.256080048,1.668677898
ANKRD34C,0.098963836,0.307017519
ANKRD63,0,0
ANP32A,4.853636905,4.558966706
ANPEP,4.338726179,4.742987606
ANXA2,6.785627203,7.691503066
AP3B2,0.416289947,0
AP4E1,3.301247626,2.832118233
APBA2,0.88774782,1.173553888
APH1B,3.125339036,3.097438106
AQP9,1.738362594,3.174755425
AQR,4.459850697,4.336672295
ARHGAP11A,4.228579064,3.885372709
ARHGAP11B,4.946417555,4.194669824
ARID3B,3.313363487,1.697141015
ARIH1,4.678536725,4.51825369
ARNT2,0.566097818,1.589945826
ARPP19,5.770803003,5.642136298
ARRDC4,3.07456899,4.845235087
ASB7,3.257782479,3.103124756
ATP10A,1.719805706,2.114442425
ATP8B4,2.419746827,2.313549371
ATPBD4,2.486804848,1.924630651
AVEN,2.565538636,2.280889823
B2M,12.0066542,12.43423137
BAHD1,3.265900179,2.760178209
BBS4,3.067236676,2.631626171
BCL2A1,4.721030865,3.895004902
BCL2L10,0.165523473,0
BLM,3.095991048,3.839917352
BLOC1S6,4.558995092,4.911100458
BMF,4.324850292,3.732730316
BNC1,0.558752692,2.568949287
BNIP2,5.336201032,5.494641464
BTBD1,5.023426208,4.890524715
BUB1B,4.136108627,4.022142201
C15orf23,3.836036862,3.585163973
C15orf26,0.199486119,0.757141067
C15orf27,1.644905349,1.179567996
C15orf29,3.019464662,2.897799215
C15orf32,0.146177238,0.28324729
C15orf38,3.235525342,3.873213335
C15orf38-AP3S2,3.560209161,3.625782216
C15orf39,3.198313826,2.937376308
C15orf41,1.68319671,1.150340456
C15orf43,0.201338335,0.908972186
C15orf44,4.161981849,3.664645256
C15orf48,3.689965395,3.999642539
C15orf52,1.290419354,1.548425606
C15orf53,1.304788486,0.369001362
C15orf54,0.115482279,0.479867077
C15orf55,0.615126225,0.493654866
C15orf56,0,0.234304185
C15orf57,4.010639459,3.484402923
C15orf59,1.213342962,0
C15orf60,1.438247502,0.667530926
C15orf61,1.996338008,2.120717216
C15orf62,2.402643007,1.572682904
C15orf63,2.893144138,3.587195363
C2CD4A,0.052772443,0
C2CD4B,0.574444849,0.993322176
CA12,3.35087319,4.450828626
